"date_time","temp","rH","year","month","day","season"
2004-11-01 12:45:00,-9.23,36.6,2004,11,1,"2004/5"
2004-11-01 13:00:00,-8.99,34.3,2004,11,1,"2004/5"
2004-11-01 13:15:00,-8.84,34.4,2004,11,1,"2004/5"
2004-11-01 13:30:00,-8.5,32.7,2004,11,1,"2004/5"
2004-11-01 13:45:00,-8.22,33.8,2004,11,1,"2004/5"
2004-11-01 14:00:00,-8.01,33.5,2004,11,1,"2004/5"
2004-11-01 14:15:00,-7.67,32.6,2004,11,1,"2004/5"
2004-11-01 14:30:00,-7.77,34.1,2004,11,1,"2004/5"
2004-11-01 14:45:00,-8.04,36,2004,11,1,"2004/5"
2004-11-01 15:00:00,-7.95,36.3,2004,11,1,"2004/5"
2004-11-01 15:15:00,-7.79,34.5,2004,11,1,"2004/5"
2004-11-01 15:30:00,-7.7,35,2004,11,1,"2004/5"
2004-11-01 15:45:00,-9.04,46.8,2004,11,1,"2004/5"
2004-11-01 16:00:00,-9.56,48.5,2004,11,1,"2004/5"
2004-11-01 16:15:00,-9.76,45.9,2004,11,1,"2004/5"
2004-11-01 16:30:00,-10.01,47,2004,11,1,"2004/5"
2004-11-01 16:45:00,-9.91,50.8,2004,11,1,"2004/5"
2004-11-01 17:00:00,-10.7,50.3,2004,11,1,"2004/5"
2004-11-01 17:15:00,-10.36,49.4,2004,11,1,"2004/5"
2004-11-01 17:30:00,-10.17,47.9,2004,11,1,"2004/5"
2004-11-01 17:45:00,-10.84,56.1,2004,11,1,"2004/5"
2004-11-01 18:00:00,-11.11,59.9,2004,11,1,"2004/5"
2004-11-01 18:15:00,-10.44,54.2,2004,11,1,"2004/5"
2004-11-01 18:30:00,-10.92,55.2,2004,11,1,"2004/5"
2004-11-01 18:45:00,-10.84,54.6,2004,11,1,"2004/5"
2004-11-01 19:00:00,-10.32,53.3,2004,11,1,"2004/5"
2004-11-01 19:15:00,-10.76,55.1,2004,11,1,"2004/5"
2004-11-01 19:30:00,-10.93,57.7,2004,11,1,"2004/5"
2004-11-01 19:45:00,-11.34,62.6,2004,11,1,"2004/5"
2004-11-01 20:00:00,-11.23,58,2004,11,1,"2004/5"
2004-11-01 20:15:00,-11.19,58.5,2004,11,1,"2004/5"
2004-11-01 20:30:00,-11.09,58.2,2004,11,1,"2004/5"
2004-11-01 20:45:00,-11.51,61,2004,11,1,"2004/5"
2004-11-01 21:00:00,-11.76,64.2,2004,11,1,"2004/5"
2004-11-01 21:15:00,-11.71,66.1,2004,11,1,"2004/5"
2004-11-01 21:30:00,-11.66,66,2004,11,1,"2004/5"
2004-11-01 21:45:00,-11.77,67.7,2004,11,1,"2004/5"
2004-11-01 22:00:00,-11.91,67.2,2004,11,1,"2004/5"
2004-11-01 22:15:00,-11.91,68.9,2004,11,1,"2004/5"
2004-11-01 22:30:00,-11.29,56.5,2004,11,1,"2004/5"
2004-11-01 22:45:00,-12.4,72.4,2004,11,1,"2004/5"
2004-11-01 23:00:00,-12.78,78.6,2004,11,1,"2004/5"
2004-11-01 23:15:00,-12.8,79.7,2004,11,1,"2004/5"
2004-11-01 23:30:00,-13.11,78.1,2004,11,1,"2004/5"
2004-11-01 23:45:00,-13.5,78.9,2004,11,1,"2004/5"
2004-11-02 00:00:00,-13.49,79.6,2004,11,2,"2004/5"
2004-11-02 00:15:00,-13.57,80.2,2004,11,2,"2004/5"
2004-11-02 00:30:00,-13.39,80.4,2004,11,2,"2004/5"
2004-11-02 00:45:00,-13.35,81.2,2004,11,2,"2004/5"
2004-11-02 01:00:00,-13.31,81.5,2004,11,2,"2004/5"
2004-11-02 01:15:00,-13.09,79.5,2004,11,2,"2004/5"
2004-11-02 01:30:00,-12.81,76.5,2004,11,2,"2004/5"
2004-11-02 01:45:00,-13.08,77.5,2004,11,2,"2004/5"
2004-11-02 02:00:00,-13.32,75.4,2004,11,2,"2004/5"
2004-11-02 02:15:00,-13.56,76.9,2004,11,2,"2004/5"
2004-11-02 02:30:00,-13.72,78.5,2004,11,2,"2004/5"
2004-11-02 02:45:00,-13.93,79.9,2004,11,2,"2004/5"
2004-11-02 03:00:00,-13.97,80.4,2004,11,2,"2004/5"
2004-11-02 03:15:00,-13.69,78.6,2004,11,2,"2004/5"
2004-11-02 03:30:00,-14.02,78.4,2004,11,2,"2004/5"
2004-11-02 03:45:00,-14.23,78,2004,11,2,"2004/5"
2004-11-02 04:00:00,-14.15,77.4,2004,11,2,"2004/5"
2004-11-02 04:15:00,-14.05,76.4,2004,11,2,"2004/5"
2004-11-02 04:30:00,-14.21,75.9,2004,11,2,"2004/5"
2004-11-02 04:45:00,-14.34,76.1,2004,11,2,"2004/5"
2004-11-02 05:00:00,-14.46,76.5,2004,11,2,"2004/5"
2004-11-02 05:15:00,-14.35,76,2004,11,2,"2004/5"
2004-11-02 05:30:00,-14.24,74.2,2004,11,2,"2004/5"
2004-11-02 05:45:00,-14.32,74.7,2004,11,2,"2004/5"
2004-11-02 06:00:00,-14.23,76.3,2004,11,2,"2004/5"
2004-11-02 06:15:00,-14.09,72.5,2004,11,2,"2004/5"
2004-11-02 06:30:00,-13.91,70.9,2004,11,2,"2004/5"
2004-11-02 06:45:00,-14.16,72.2,2004,11,2,"2004/5"
2004-11-02 07:00:00,-14.43,74.4,2004,11,2,"2004/5"
2004-11-02 07:15:00,-14.61,75.1,2004,11,2,"2004/5"
2004-11-02 07:30:00,-14.21,72.5,2004,11,2,"2004/5"
2004-11-02 07:45:00,-14.15,70.9,2004,11,2,"2004/5"
2004-11-02 08:00:00,-13.51,67.9,2004,11,2,"2004/5"
2004-11-02 08:15:00,-13.64,69.7,2004,11,2,"2004/5"
2004-11-02 08:30:00,-12.46,69.1,2004,11,2,"2004/5"
2004-11-02 08:45:00,-12.06,68.2,2004,11,2,"2004/5"
2004-11-02 09:00:00,-12.58,69.4,2004,11,2,"2004/5"
2004-11-02 09:15:00,-13.19,72.9,2004,11,2,"2004/5"
2004-11-02 09:30:00,-12.73,72.5,2004,11,2,"2004/5"
2004-11-02 09:45:00,-12.89,73,2004,11,2,"2004/5"
2004-11-02 10:00:00,-12.29,73.4,2004,11,2,"2004/5"
2004-11-02 10:15:00,-12.19,69.8,2004,11,2,"2004/5"
2004-11-02 10:30:00,-12.07,72.6,2004,11,2,"2004/5"
2004-11-02 10:45:00,-12.21,74.9,2004,11,2,"2004/5"
2004-11-02 11:00:00,-11.95,74.2,2004,11,2,"2004/5"
2004-11-02 11:15:00,-11.1,70.4,2004,11,2,"2004/5"
2004-11-02 11:30:00,-11.08,68.9,2004,11,2,"2004/5"
2004-11-02 11:45:00,-11.21,68,2004,11,2,"2004/5"
2004-11-02 12:00:00,-11.48,68.5,2004,11,2,"2004/5"
2004-11-02 12:15:00,-11.52,68.6,2004,11,2,"2004/5"
2004-11-02 12:30:00,-11.03,68.4,2004,11,2,"2004/5"
2004-11-02 12:45:00,-10.4,65.9,2004,11,2,"2004/5"
2004-11-02 13:00:00,-10.07,63.6,2004,11,2,"2004/5"
2004-11-02 13:15:00,-10.14,63.7,2004,11,2,"2004/5"
2004-11-02 13:30:00,-9.95,65,2004,11,2,"2004/5"
2004-11-02 13:45:00,-10.15,66.5,2004,11,2,"2004/5"
2004-11-02 14:00:00,-10.13,66.1,2004,11,2,"2004/5"
2004-11-02 14:15:00,-10.1,66.5,2004,11,2,"2004/5"
2004-11-02 14:30:00,-10.73,70.5,2004,11,2,"2004/5"
2004-11-02 14:45:00,-10.42,70.5,2004,11,2,"2004/5"
2004-11-02 15:00:00,-10.08,67.9,2004,11,2,"2004/5"
2004-11-02 15:15:00,-8.84,62.1,2004,11,2,"2004/5"
2004-11-02 15:30:00,-8.8,60.4,2004,11,2,"2004/5"
2004-11-02 15:45:00,-8.77,59.4,2004,11,2,"2004/5"
2004-11-02 16:00:00,-9.08,61.6,2004,11,2,"2004/5"
2004-11-02 16:15:00,-9.23,62.2,2004,11,2,"2004/5"
2004-11-02 16:30:00,-9.17,63,2004,11,2,"2004/5"
2004-11-02 16:45:00,-9.08,61.3,2004,11,2,"2004/5"
2004-11-02 17:00:00,-8.91,59,2004,11,2,"2004/5"
2004-11-02 17:15:00,-9.18,62,2004,11,2,"2004/5"
2004-11-02 17:30:00,-8.88,59.8,2004,11,2,"2004/5"
2004-11-02 17:45:00,-9.76,64.8,2004,11,2,"2004/5"
2004-11-02 18:00:00,-10.05,65.9,2004,11,2,"2004/5"
2004-11-02 18:15:00,-10.2,65.9,2004,11,2,"2004/5"
2004-11-02 18:30:00,-10.08,64,2004,11,2,"2004/5"
2004-11-02 18:45:00,-10.15,63.3,2004,11,2,"2004/5"
2004-11-02 19:00:00,-10.31,65.2,2004,11,2,"2004/5"
2004-11-02 19:15:00,-10.47,67.7,2004,11,2,"2004/5"
2004-11-02 19:30:00,-10.55,66.6,2004,11,2,"2004/5"
2004-11-02 19:45:00,-10.69,67.1,2004,11,2,"2004/5"
2004-11-02 20:00:00,-10.53,65.2,2004,11,2,"2004/5"
2004-11-02 20:15:00,-10.34,63.9,2004,11,2,"2004/5"
2004-11-02 20:30:00,-10.74,68.3,2004,11,2,"2004/5"
2004-11-02 20:45:00,-10.92,70.5,2004,11,2,"2004/5"
2004-11-02 21:00:00,-11.06,71.7,2004,11,2,"2004/5"
2004-11-02 21:15:00,-11.23,73.8,2004,11,2,"2004/5"
2004-11-02 21:30:00,-11.31,74.2,2004,11,2,"2004/5"
2004-11-02 21:45:00,-11.48,74.4,2004,11,2,"2004/5"
2004-11-02 22:00:00,-11.77,75.9,2004,11,2,"2004/5"
2004-11-02 22:15:00,-11.83,76.2,2004,11,2,"2004/5"
2004-11-02 22:30:00,-11.84,74,2004,11,2,"2004/5"
2004-11-02 22:45:00,-12.14,74.7,2004,11,2,"2004/5"
2004-11-02 23:00:00,-12.58,76.3,2004,11,2,"2004/5"
2004-11-02 23:15:00,-12.81,77.3,2004,11,2,"2004/5"
2004-11-02 23:30:00,-12.87,77.7,2004,11,2,"2004/5"
2004-11-02 23:45:00,-12.99,77.9,2004,11,2,"2004/5"
2004-11-03 00:00:00,-12.92,78.5,2004,11,3,"2004/5"
2004-11-03 00:15:00,-12.69,78.3,2004,11,3,"2004/5"
2004-11-03 00:30:00,-12.81,78.2,2004,11,3,"2004/5"
2004-11-03 00:45:00,-12.79,78.4,2004,11,3,"2004/5"
2004-11-03 01:00:00,-12.82,77.1,2004,11,3,"2004/5"
2004-11-03 01:15:00,-12.94,77.7,2004,11,3,"2004/5"
2004-11-03 01:30:00,-12.8,77.3,2004,11,3,"2004/5"
2004-11-03 01:45:00,-12.77,76.3,2004,11,3,"2004/5"
2004-11-03 02:00:00,-14,75.6,2004,11,3,"2004/5"
2004-11-03 02:15:00,-15.59,80.3,2004,11,3,"2004/5"
2004-11-03 02:30:00,-15.47,82.8,2004,11,3,"2004/5"
2004-11-03 02:45:00,-15.32,82.5,2004,11,3,"2004/5"
2004-11-03 03:00:00,-15.57,84.6,2004,11,3,"2004/5"
2004-11-03 03:15:00,-15.99,85.4,2004,11,3,"2004/5"
2004-11-03 03:30:00,-15.54,86,2004,11,3,"2004/5"
2004-11-03 03:45:00,-15.56,83,2004,11,3,"2004/5"
2004-11-03 04:00:00,-16.32,83.5,2004,11,3,"2004/5"
2004-11-03 04:15:00,-16.38,83,2004,11,3,"2004/5"
2004-11-03 04:30:00,-16.66,83.3,2004,11,3,"2004/5"
2004-11-03 04:45:00,-16.7,83.8,2004,11,3,"2004/5"
2004-11-03 05:00:00,-16.87,83.9,2004,11,3,"2004/5"
2004-11-03 05:15:00,-16.43,84.3,2004,11,3,"2004/5"
2004-11-03 05:30:00,-16.06,83.2,2004,11,3,"2004/5"
2004-11-03 05:45:00,-15.8,82.1,2004,11,3,"2004/5"
2004-11-03 06:00:00,-16.32,82,2004,11,3,"2004/5"
2004-11-03 06:15:00,-16.33,82.4,2004,11,3,"2004/5"
2004-11-03 06:30:00,-16.65,82.6,2004,11,3,"2004/5"
2004-11-03 06:45:00,-16.79,83,2004,11,3,"2004/5"
2004-11-03 07:00:00,-16.59,83,2004,11,3,"2004/5"
2004-11-03 07:15:00,-17.02,82.7,2004,11,3,"2004/5"
2004-11-03 07:30:00,-16.53,84.6,2004,11,3,"2004/5"
2004-11-03 07:45:00,-15.99,81.7,2004,11,3,"2004/5"
2004-11-03 08:00:00,-16.66,82.2,2004,11,3,"2004/5"
2004-11-03 08:15:00,-16.38,83.9,2004,11,3,"2004/5"
2004-11-03 08:30:00,-13.93,78.1,2004,11,3,"2004/5"
2004-11-03 08:45:00,-13.59,74,2004,11,3,"2004/5"
2004-11-03 09:00:00,-13.1,72.6,2004,11,3,"2004/5"
2004-11-03 09:15:00,-13.47,74,2004,11,3,"2004/5"
2004-11-03 09:30:00,-13.8,74.2,2004,11,3,"2004/5"
2004-11-03 09:45:00,-13.51,77.2,2004,11,3,"2004/5"
2004-11-03 10:00:00,-13.53,74.6,2004,11,3,"2004/5"
2004-11-03 10:15:00,-13.18,76.4,2004,11,3,"2004/5"
2004-11-03 10:30:00,-13.06,75,2004,11,3,"2004/5"
2004-11-03 10:45:00,-13,75.5,2004,11,3,"2004/5"
2004-11-03 11:00:00,-12.95,76.9,2004,11,3,"2004/5"
2004-11-03 11:15:00,-13.3,77,2004,11,3,"2004/5"
2004-11-03 11:30:00,-13.03,77.8,2004,11,3,"2004/5"
2004-11-03 11:45:00,-12.34,76,2004,11,3,"2004/5"
2004-11-03 12:00:00,-12.1,74.7,2004,11,3,"2004/5"
2004-11-03 12:15:00,-12.53,75.3,2004,11,3,"2004/5"
2004-11-03 12:30:00,-11.82,74.8,2004,11,3,"2004/5"
2004-11-03 12:45:00,-11.53,76.2,2004,11,3,"2004/5"
2004-11-03 13:00:00,-10.25,72.7,2004,11,3,"2004/5"
2004-11-03 13:15:00,-11.02,75.6,2004,11,3,"2004/5"
2004-11-03 13:30:00,-10.75,76.9,2004,11,3,"2004/5"
2004-11-03 13:45:00,-10.39,76.5,2004,11,3,"2004/5"
2004-11-03 14:00:00,-11.05,75.9,2004,11,3,"2004/5"
2004-11-03 14:15:00,-11.67,76.4,2004,11,3,"2004/5"
2004-11-03 14:30:00,-11.45,76.5,2004,11,3,"2004/5"
2004-11-03 14:45:00,-10.68,73.4,2004,11,3,"2004/5"
2004-11-03 15:00:00,-10.75,72.2,2004,11,3,"2004/5"
2004-11-03 15:15:00,-10.01,70.9,2004,11,3,"2004/5"
2004-11-03 15:30:00,-10.66,71.6,2004,11,3,"2004/5"
2004-11-03 15:45:00,-10.72,74.9,2004,11,3,"2004/5"
2004-11-03 16:00:00,-10.9,76.3,2004,11,3,"2004/5"
2004-11-03 16:15:00,-10.92,77.2,2004,11,3,"2004/5"
2004-11-03 16:30:00,-10.69,77.7,2004,11,3,"2004/5"
2004-11-03 16:45:00,-10.83,78.3,2004,11,3,"2004/5"
2004-11-03 17:00:00,-10.61,76.5,2004,11,3,"2004/5"
2004-11-03 17:15:00,-10.51,73.8,2004,11,3,"2004/5"
2004-11-03 17:30:00,-10.77,75.8,2004,11,3,"2004/5"
2004-11-03 17:45:00,-10.68,74.8,2004,11,3,"2004/5"
2004-11-03 18:00:00,-10.52,73.5,2004,11,3,"2004/5"
2004-11-03 18:15:00,-10.79,74.5,2004,11,3,"2004/5"
2004-11-03 18:30:00,-10.81,76.4,2004,11,3,"2004/5"
2004-11-03 18:45:00,-10.61,76.3,2004,11,3,"2004/5"
2004-11-03 19:00:00,-10.81,75.3,2004,11,3,"2004/5"
2004-11-03 19:15:00,-11,76.2,2004,11,3,"2004/5"
2004-11-03 19:30:00,-10.88,75.9,2004,11,3,"2004/5"
2004-11-03 19:45:00,-11.03,77.4,2004,11,3,"2004/5"
2004-11-03 20:00:00,-10.77,76.8,2004,11,3,"2004/5"
2004-11-03 20:15:00,-10.38,75.7,2004,11,3,"2004/5"
2004-11-03 20:30:00,-10.43,75,2004,11,3,"2004/5"
2004-11-03 20:45:00,-11.28,77.9,2004,11,3,"2004/5"
2004-11-03 21:00:00,-11.73,78.4,2004,11,3,"2004/5"
2004-11-03 21:15:00,-11.75,78.8,2004,11,3,"2004/5"
2004-11-03 21:30:00,-12.02,77.5,2004,11,3,"2004/5"
2004-11-03 21:45:00,-12.32,77.3,2004,11,3,"2004/5"
2004-11-03 22:00:00,-12.4,76.1,2004,11,3,"2004/5"
2004-11-03 22:15:00,-12.19,74.3,2004,11,3,"2004/5"
2004-11-03 22:30:00,-12.21,72.6,2004,11,3,"2004/5"
2004-11-03 22:45:00,-12.48,72.8,2004,11,3,"2004/5"
2004-11-03 23:00:00,-12.62,76,2004,11,3,"2004/5"
2004-11-03 23:15:00,-12.27,77.1,2004,11,3,"2004/5"
2004-11-03 23:30:00,-12.13,76.7,2004,11,3,"2004/5"
2004-11-03 23:45:00,-12.02,76.1,2004,11,3,"2004/5"
2004-11-04 00:00:00,-12.04,75.8,2004,11,4,"2004/5"
2004-11-04 00:15:00,-12.28,76,2004,11,4,"2004/5"
2004-11-04 00:30:00,-13.08,77.3,2004,11,4,"2004/5"
2004-11-04 00:45:00,-13.42,79.6,2004,11,4,"2004/5"
2004-11-04 01:00:00,-13.4,79.4,2004,11,4,"2004/5"
2004-11-04 01:15:00,-14.28,80,2004,11,4,"2004/5"
2004-11-04 01:30:00,-14.43,81,2004,11,4,"2004/5"
2004-11-04 01:45:00,-14.5,80.1,2004,11,4,"2004/5"
2004-11-04 02:00:00,-14.97,80.5,2004,11,4,"2004/5"
2004-11-04 02:15:00,-14.95,81,2004,11,4,"2004/5"
2004-11-04 02:30:00,-15.72,81.1,2004,11,4,"2004/5"
2004-11-04 02:45:00,-15.82,83.3,2004,11,4,"2004/5"
2004-11-04 03:00:00,-15.71,83.6,2004,11,4,"2004/5"
2004-11-04 03:15:00,-15.87,83.5,2004,11,4,"2004/5"
2004-11-04 03:30:00,-16.15,83.9,2004,11,4,"2004/5"
2004-11-04 03:45:00,-16.35,85.3,2004,11,4,"2004/5"
2004-11-04 04:00:00,-16.25,85.6,2004,11,4,"2004/5"
2004-11-04 04:15:00,-16.35,85.4,2004,11,4,"2004/5"
2004-11-04 04:30:00,-15.96,85.5,2004,11,4,"2004/5"
2004-11-04 04:45:00,-15.66,84.1,2004,11,4,"2004/5"
2004-11-04 05:00:00,-15.81,84.8,2004,11,4,"2004/5"
2004-11-04 05:15:00,-15.6,84.2,2004,11,4,"2004/5"
2004-11-04 05:30:00,-15.54,82.4,2004,11,4,"2004/5"
2004-11-04 05:45:00,-15.62,81.2,2004,11,4,"2004/5"
2004-11-04 06:00:00,-15.28,81,2004,11,4,"2004/5"
2004-11-04 06:15:00,-14.6,80.4,2004,11,4,"2004/5"
2004-11-04 06:30:00,-13.9,78.5,2004,11,4,"2004/5"
2004-11-04 06:45:00,-14.28,76.9,2004,11,4,"2004/5"
2004-11-04 07:00:00,-15.18,77.8,2004,11,4,"2004/5"
2004-11-04 07:15:00,-16.07,79.3,2004,11,4,"2004/5"
2004-11-04 07:30:00,-15.92,80.5,2004,11,4,"2004/5"
2004-11-04 07:45:00,-15.89,80,2004,11,4,"2004/5"
2004-11-04 08:00:00,-15.89,81.1,2004,11,4,"2004/5"
2004-11-04 08:15:00,-15.38,81.5,2004,11,4,"2004/5"
2004-11-04 08:30:00,-13.48,74.8,2004,11,4,"2004/5"
2004-11-04 08:45:00,-12.34,70.2,2004,11,4,"2004/5"
2004-11-04 09:00:00,-11.85,68.5,2004,11,4,"2004/5"
2004-11-04 09:15:00,-12.79,70.9,2004,11,4,"2004/5"
2004-11-04 09:30:00,-12.18,72,2004,11,4,"2004/5"
2004-11-04 09:45:00,-11.76,71,2004,11,4,"2004/5"
2004-11-04 10:00:00,-12.77,73.6,2004,11,4,"2004/5"
2004-11-04 10:15:00,-12.15,72.5,2004,11,4,"2004/5"
2004-11-04 10:30:00,-12.03,69.8,2004,11,4,"2004/5"
2004-11-04 10:45:00,-12.02,72.4,2004,11,4,"2004/5"
2004-11-04 11:00:00,-11.45,70.1,2004,11,4,"2004/5"
2004-11-04 11:15:00,-11.27,68.5,2004,11,4,"2004/5"
2004-11-04 11:30:00,-11.37,66.7,2004,11,4,"2004/5"
2004-11-04 11:45:00,-10.47,62.1,2004,11,4,"2004/5"
2004-11-04 12:00:00,-10.1,58.3,2004,11,4,"2004/5"
2004-11-04 12:15:00,-10.02,49.6,2004,11,4,"2004/5"
2004-11-04 12:30:00,-9.55,52,2004,11,4,"2004/5"
2004-11-04 12:45:00,-10.7,67,2004,11,4,"2004/5"
2004-11-04 13:00:00,-11.32,69.1,2004,11,4,"2004/5"
2004-11-04 13:15:00,-11.01,67.8,2004,11,4,"2004/5"
2004-11-04 13:30:00,-10.4,65.8,2004,11,4,"2004/5"
2004-11-04 13:45:00,-9.71,65.6,2004,11,4,"2004/5"
2004-11-04 14:00:00,-9.64,64.2,2004,11,4,"2004/5"
2004-11-04 14:15:00,-9.41,59.4,2004,11,4,"2004/5"
2004-11-04 14:30:00,-9.08,62,2004,11,4,"2004/5"
2004-11-04 14:45:00,-8.52,51.6,2004,11,4,"2004/5"
2004-11-04 15:00:00,-9,52.2,2004,11,4,"2004/5"
2004-11-04 15:15:00,-9.16,51.1,2004,11,4,"2004/5"
2004-11-04 15:30:00,-9.56,52.1,2004,11,4,"2004/5"
2004-11-04 15:45:00,-9.05,50.5,2004,11,4,"2004/5"
2004-11-04 16:00:00,-8.95,50.7,2004,11,4,"2004/5"
2004-11-04 16:15:00,-9.42,53.1,2004,11,4,"2004/5"
2004-11-04 16:30:00,-9.76,54.9,2004,11,4,"2004/5"
2004-11-04 16:45:00,-8.55,53.5,2004,11,4,"2004/5"
2004-11-04 17:00:00,-8.7,51.3,2004,11,4,"2004/5"
2004-11-04 17:15:00,-9.74,55.9,2004,11,4,"2004/5"
2004-11-04 17:30:00,-9.72,58.7,2004,11,4,"2004/5"
2004-11-04 17:45:00,-9.75,57.4,2004,11,4,"2004/5"
2004-11-04 18:00:00,-9.82,59.6,2004,11,4,"2004/5"
2004-11-04 18:15:00,-9.89,62.5,2004,11,4,"2004/5"
2004-11-04 18:30:00,-9.83,62.4,2004,11,4,"2004/5"
2004-11-04 18:45:00,-9.51,63.6,2004,11,4,"2004/5"
2004-11-04 19:00:00,-9.44,62.1,2004,11,4,"2004/5"
2004-11-04 19:15:00,-10.03,62.8,2004,11,4,"2004/5"
2004-11-04 19:30:00,-10.11,65.8,2004,11,4,"2004/5"
2004-11-04 19:45:00,-9.85,62.2,2004,11,4,"2004/5"
2004-11-04 20:00:00,-9.75,59.1,2004,11,4,"2004/5"
2004-11-04 20:15:00,-9.95,66.4,2004,11,4,"2004/5"
2004-11-04 20:30:00,-10.04,66.5,2004,11,4,"2004/5"
2004-11-04 20:45:00,-9.96,65.1,2004,11,4,"2004/5"
2004-11-04 21:00:00,-9.85,62.8,2004,11,4,"2004/5"
2004-11-04 21:15:00,-9.8,61.4,2004,11,4,"2004/5"
2004-11-04 21:30:00,-10.26,63.1,2004,11,4,"2004/5"
2004-11-04 21:45:00,-11.05,65.4,2004,11,4,"2004/5"
2004-11-04 22:00:00,-11.23,67.9,2004,11,4,"2004/5"
2004-11-04 22:15:00,-11.38,68.3,2004,11,4,"2004/5"
2004-11-04 22:30:00,-11.58,67.2,2004,11,4,"2004/5"
2004-11-04 22:45:00,-11.71,67.1,2004,11,4,"2004/5"
2004-11-04 23:00:00,-11.84,69.1,2004,11,4,"2004/5"
2004-11-04 23:15:00,-11.89,70.7,2004,11,4,"2004/5"
2004-11-04 23:30:00,-11.99,73,2004,11,4,"2004/5"
2004-11-04 23:45:00,-11.88,73.6,2004,11,4,"2004/5"
2004-11-05 00:00:00,-12.06,74.4,2004,11,5,"2004/5"
2004-11-05 00:15:00,-12.08,75.5,2004,11,5,"2004/5"
2004-11-05 00:30:00,-12.21,74.9,2004,11,5,"2004/5"
2004-11-05 00:45:00,-12.6,75.4,2004,11,5,"2004/5"
2004-11-05 01:00:00,-12.65,75.5,2004,11,5,"2004/5"
2004-11-05 01:15:00,-12.8,74.6,2004,11,5,"2004/5"
